# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"GX 3+1"	50317.14988	SW2	1	5.2	2.0	9.9	2.8	SW2	0.1200	0.0329	1.48	3.50	1.00	-	1	6.3	3.351	0.360	812	0	1.59	0.00	25.24	6.92	0	175.89	0.000	2.4	0.5	17.7989	0.0	17.8	8.8	1	8979	7-09-2010	0.000	0.000	1.93	0.28	0	6.746	3.983	0.0	0.0	0.0	1	1.62	0.48	"GX 3+1"	0.813	0.0	8.122	0.160	19,66	19,66	50317.14988	0.650	441	-26.564	0.3396	
"KS 1731-260"	50317.21809	SW2	1	3.6	1.1	7.3	1.9	SW2	0.1750	0.0329	1.65	1.60	1.00	-	1	7.1	1.756	0.464	814	0	1.30	0.00	52.06	13.34	0	198.81	2.260	2.8	0.5	17.5704	0.0	21.2	5.4	1	6355	7-09-2010	0.000	0.000	2.66	0.38	0	16.057	4.377	0.0	0.0	937.0	1	2.24	0.49	"KS 1731-260"	0.797	0.0	4.697	0.140	19	19	50317.21809	0.578	501	-26.089	0.2430	
"4U 1728-34"	50317.21985	SW2	1	3.3	1.2	7.6	2.3	SW2	0.1798	0.0358	1.89	2.40	1.00	-	2	4.5	1.375	0.562	814	0	2.60	0.00	59.82	20.47	0	309.19	2.242	3.4	0.5	17.5326	0.0	13.3	4.9	1	5823	7-09-2010	0.000	0.000	2.91	0.48	0	18.753	4.627	0.0	0.0	8.2	1	3.58	0.58	"4U 1728-34"	0.697	0.0	5.223	0.166	19	19	50317.21985	0.694	6	-33.835	0.1247	
"4U 1728-34"	50317.40612	SW2	1	3.1	1.2	12.1	3.8	SW2	0.0801	0.0234	1.59	2.30	1.00	-	1	4.4	1.843	0.595	816	0	2.60	0.00	27.36	7.99	0	309.19	1.735	2.3	0.5	17.5326	0.0	13.9	6.5	1	5824	7-09-2010	0.000	0.000	2.01	0.33	0	12.239	4.287	0.0	0.0	4.5	1	2.00	0.54	"4U 1728-34"	0.697	0.0	4.673	0.052	19	19	50317.40612	0.677	7	-33.835	0.1119	
"1A 1742-294"	50317.41963	SW2	1	12.4	5.7	4.5	1.6	SW2	0.1262	0.0422	1.13	18.10	1.00	-	2	5.8	2.954	0.972	816	0	1.16	0.00	11.71	3.92	0	73.56	0.000	0.8	0.3	17.7682	0.0	12.0	7.7	1	7912	7-09-2010	0.000	0.000	2.19	0.38	0	5.449	1.595	0.0	0.0	0.0	1	1.25	0.40	"1A 1742-294"	0.923	0.0	0.577	0.297	19	19	50317.41963	0.603	843	-29.515	0.0324	
"4U 1728-34"	50317.49893	SW2	1	2.7	1.0	7.4	2.1	SW2	0.1255	0.0343	1.67	2.60	1.00	-	3	3.7	1.038	0.595	816	0	2.60	0.00	48.86	13.34	0	309.19	1.735	2.8	0.5	17.5326	0.0	11.9	4.1	1	5824	7-09-2010	0.000	0.000	2.53	0.40	0	12.820	3.884	0.0	0.0	2.2	1	2.87	0.54	"4U 1728-34"	0.697	0.0	4.673	0.052	19	19	50317.49893	0.677	8	-33.835	0.1119	
"GS 1826-24"	50317.55434	SW2	1	4.5	1.9	26.2	9.3	SW2	0.1589	0.0497	1.00	5.50	1.00	-	4	23.9	10.015	1.130	816	0	0.40	0.00	40.33	12.62	0	723.88	0.000	3.4	1.0	18.4912	0.0	57.4	25.8	1	13025	7-09-2010	0.000	0.000	1.32	0.24	0	42.856	17.320	0.0	0.0	0.0	1	2.67	0.92	"GS 1826-24"	0.353	0.0	0.996	0.610	19,101,102	19,101,102	50317.55434	0.607	1029	-23.791	0.0602	
"4U 1728-34"	50317.64444	SW2	1	2.1	0.6	10.9	3.0	SW2	0.1884	0.0359	1.85	2.50	1.00	-	5	9.3	1.908	0.595	816	0	2.60	0.00	96.88	24.18	0	309.19	1.735	3.6	0.6	17.5326	0.0	26.5	5.7	1	5824	7-09-2010	0.000	0.000	2.47	0.37	0	27.574	5.983	0.0	0.0	3.5	1	3.28	0.60	"4U 1728-34"	0.697	0.0	4.673	0.053	19	19	50317.64444	0.677	9	-33.835	0.1119	
"4U 1812-12"	50317.70482	SW2	1	15.2	2.9	28.1	4.4	SW2	3.3967	0.3788	2.00	10.70	1.00	-	6	14.5	2.327	0.000	816	0	1.55	0.00	232.64	38.29	0	1125.15	0.000	12.8	2.8	18.2517	0.0	45.5	8.6	1	12139	7-09-2010	0.000	0.000	2.01	0.18	0	185.883	31.956	0.0	0.0	0.0	1	12.11	2.42	"4U 1812-12"	0.097	0.0	0.798	0.492	98	98	50317.70482	0.000	1300	-12.096	0.0110	
"4U 1728-34"	50317.80960	SW2	1	7.9	2.3	6.6	1.4	SW2	0.3326	0.0731	1.58	4.40	1.00	-	7	7.8	2.695	0.595	816	0	2.60	0.00	43.82	10.17	0	309.19	1.735	2.9	0.6	17.5326	0.0	21.6	7.7	1	5824	7-09-2010	0.000	0.000	2.68	0.31	0	17.791	5.492	0.0	0.0	4.0	1	2.82	0.59	"4U 1728-34"	0.697	0.0	4.673	0.053	19	19	50317.80960	0.677	10	-33.835	0.1119	
"GRS 1741.9-2853"	50317.97543	SW2	1	7.8	3.3	7.2	3.0	SW2	0.1610	0.0419	1.14	0.00	1.00	-	8	10.4	2.967	1.140	816	0	11.30	0.00	23.49	8.14	0	54.49	0.000	1.4	0.4	17.7506	0.0	34.3	12.6	1	7652	7-09-2010	0.000	0.000	2.33	0.48	0	11.547	6.124	0.0	0.0	739.2	1	1.41	0.35	"GRS 1741.9-2853"	0.951	0.0	0.098	0.000	60	60	50317.97543	1.820	1318	-28.914	0.0756	
"4U 1728-34"	50318.09613	SW2	1	3.5	0.9	15.3	3.9	SW2	0.3709	0.0448	1.92	1.60	1.00	-	9	3.4	0.605	0.595	816	0	2.60	0.00	111.86	27.44	0	309.19	1.735	5.0	0.6	17.5326	0.0	11.2	2.5	1	5824	7-09-2010	0.000	0.000	2.22	0.30	0	22.003	3.460	0.0	0.0	6.9	1	4.57	0.57	"4U 1728-34"	0.697	0.0	4.673	0.053	19	19	50318.09613	0.677	11	-33.835	0.1119	
"1A 1742-294"	50318.22247	SW2	1	10.9	3.6	12.5	3.8	SW2	0.1817	0.0379	1.07	3.40	1.00	-	10	14.9	4.761	0.972	816	0	1.16	0.00	18.27	4.96	0	73.56	0.000	1.2	0.4	17.7682	0.0	40.7	14.9	1	7912	7-09-2010	0.000	0.000	1.72	0.26	0	15.859	5.849	0.0	0.0	19.3	1	1.33	0.43	"1A 1742-294"	0.923	0.0	0.577	0.291	19	19	50318.22247	0.603	844	-29.515	0.0324	
"4U 1722-30"	50318.27915	SW2	1	24.8	4.5	9.7	1.6	SW2	1.5970	0.0833	2.00	17.60	1.00	-	11	21.2	2.106	0.870	816	0	0.78	0.00	67.59	11.71	0	203.11	0.000	4.0	0.5	17.4592	0.0	82.6	8.9	1	5601	7-09-2010	0.000	0.000	2.75	0.25	0	111.854	10.797	0.0	0.0	0.0	1	3.76	0.50	"4U 1722-30"	0.788	0.0	0.906	0.311	1,5,6	1,5,6	50318.27915	0.536	1322	-30.802	0.0312	
"4U 1728-34"	50318.31154	SW2	1	8.0	1.4	10.3	1.5	SW2	0.5281	0.0662	1.87	0.00	1.00	-	12	10.8	1.782	0.595	816	0	2.60	0.00	67.19	8.88	0	309.19	1.735	4.0	0.6	17.5326	0.0	28.4	5.0	1	5824	7-09-2010	0.000	0.000	2.54	0.20	0	30.238	5.483	0.0	0.0	5.2	1	3.38	0.58	"4U 1728-34"	0.697	0.0	4.673	0.053	19	19	50318.31154	0.677	12	-33.835	0.1119	
"KS 1731-260"	50318.35364	SW2	1	8.1	1.5	23.2	4.0	SW2	0.4961	0.0559	1.96	1.60	1.00	-	13	9.3	1.511	0.436	816	0	1.30	0.00	63.74	9.48	0	198.81	2.186	4.7	0.6	17.5704	0.0	24.1	4.6	1	6356	7-09-2010	0.000	0.000	1.64	0.14	0	32.466	5.390	0.0	0.0	27.3	1	4.37	0.58	"KS 1731-260"	0.797	0.0	3.856	0.043	19	19	50318.35364	0.540	502	-26.089	0.2010	
"4U 1728-34"	50318.41831	SW2	1	4.4	1.3	11.9	3.2	SW2	0.2275	0.0383	1.79	4.80	1.00	-	14	4.3	1.100	0.595	816	0	2.60	0.00	54.05	13.78	0	309.19	1.735	3.0	0.5	17.5326	0.0	16.1	4.4	1	5824	7-09-2010	0.000	0.000	2.37	0.35	0	16.598	3.922	0.0	0.0	2.6	1	2.47	0.55	"4U 1728-34"	0.697	0.0	4.673	0.052	19	19	50318.41831	0.677	13	-33.835	0.1119	
"KS 1731-260"	50318.43621	SW2	1	6.8	2.7	11.6	3.9	SW2	0.1547	0.0360	1.50	4.50	1.00	-	15	7.4	3.208	0.436	816	0	1.30	0.00	26.08	8.84	0	198.81	2.186	2.4	0.5	17.5704	0.0	19.9	9.5	1	6356	7-09-2010	0.000	0.000	1.84	0.33	0	11.837	4.856	0.0	0.0	2.0	1	2.09	0.50	"KS 1731-260"	0.797	0.0	3.856	0.043	19	19	50318.43621	0.540	503	-26.089	0.2010	
"4U 1728-34"	50318.49999	SW2	1	3.3	1.2	16.3	5.3	SW2	0.0858	0.0238	1.41	3.40	1.00	-	1	12.2	4.466	0.700	817	0	2.60	0.00	28.00	7.77	0	309.19	1.453	2.4	0.5	17.5326	0.0	26.5	11.0	1	5825	7-09-2010	0.000	0.000	1.62	0.26	0	12.426	4.361	0.0	0.0	2.0	1	1.89	0.46	"4U 1728-34"	0.697	0.0	4.252	0.163	19	19	50318.49999	0.666	14	-33.835	0.1023	
"4U 1728-34"	50318.63842	SW2	1	5.7	1.1	11.0	1.8	SW2	0.3871	0.0496	1.93	1.80	1.00	-	1	6.5	1.166	0.574	819	0	2.60	0.00	69.24	10.99	0	332.03	1.797	4.3	0.6	17.5326	0.0	18.7	3.8	1	5826	7-09-2010	0.000	0.000	2.38	0.22	0	25.521	4.462	0.0	0.0	3.3	1	3.90	0.57	"4U 1728-34"	0.660	0.0	5.661	0.052	19	19	50318.63842	0.675	15	-33.835	0.1363	
"KS 1731-260"	50318.69713	SW2	1	7.1	1.3	11.1	1.8	SW2	0.2976	0.0322	1.78	1.50	1.00	d	2	5.6	0.783	0.434	819	0	1.30	0.00	43.37	6.77	0	235.60	2.218	3.3	0.5	17.5704	0.0	18.4	3.2	1	6358	7-09-2010	0.000	0.000	2.33	0.20	8	24.799	3.562	0.0	0.0	6.3	1	2.92	0.45	"KS 1731-260"	0.754	0.0	3.960	0.038	19	19	50318.69713	0.551	504	-26.089	0.2084	
"1A 1742-294"	50318.71565	SW2	1	2.0	1.4	4.6	3.3	SW2	0.0199	0.0156	1.07	4.10	1.00	-	3	29.2	12.897	0.963	819	0	1.16	0.00	14.66	11.48	0	25.54	0.000	0.9	0.3	17.7682	0.0	70.0	35.6	1	7914	7-09-2010	0.000	0.000	2.27	0.97	0	11.862	6.843	0.0	0.0	11.8	1	0.71	0.34	"1A 1742-294"	0.976	0.0	0.611	0.321	19	19	50318.71565	0.599	845	-29.515	0.0339	
"4U 1728-34"	50318.91400	SW2	1	7.7	2.5	9.3	3.1	SW2	0.4115	0.0705	1.49	5.60	1.00	-	4	7.3	3.196	0.574	819	0	2.60	0.00	58.18	16.89	0	332.03	1.797	1.6	0.4	17.5326	0.0	25.2	10.3	1	5826	7-09-2010	0.000	0.000	1.97	0.36	0	8.883	4.286	0.0	0.0	6.6	1	0.89	0.44	"4U 1728-34"	0.660	0.0	5.661	0.052	19	19	50318.91400	0.675	16	-33.835	0.1363	
"1A 1742-294"	50318.95178	SW2	1	4.7	3.5	20.9	16.8	SW2	0.0303	0.0209	1.06	0.00	1.00	-	5	29.6	28.016	0.963	819	0	1.16	0.00	9.89	6.80	0	25.54	0.000	0.8	0.3	17.7682	0.0	48.2	49.4	1	7914	7-09-2010	0.000	0.000	0.99	0.38	0	0.924	0.567	0.0	0.0	5.7	1	0.70	0.26	"1A 1742-294"	0.976	0.0	0.611	0.321	19	19	50318.95178	0.599	846	-29.515	0.0339	
"4U 1728-34"	50318.98559	SW2	1	4.3	1.4	9.4	2.8	SW2	0.1404	0.0275	1.55	2.30	1.00	-	6	3.9	1.262	0.574	819	0	2.60	0.00	34.77	9.76	0	332.03	1.797	2.5	0.4	17.5326	0.0	12.3	4.5	1	5826	7-09-2010	0.000	0.000	2.15	0.34	0	7.471	2.525	0.0	0.0	1.7	1	1.56	0.38	"4U 1728-34"	0.660	0.0	5.661	0.051	19	19	50318.98559	0.675	17	-33.835	0.1363	
"4U 1728-34"	50319.08450	SW2	1	9.2	1.8	10.6	1.8	SW2	0.3834	0.0515	1.64	4.40	1.00	-	7	6.6	1.196	0.574	819	0	2.60	0.00	42.24	6.57	0	332.03	1.797	3.1	0.6	17.5326	0.0	23.7	4.6	1	5826	7-09-2010	0.000	0.000	2.22	0.20	0	21.933	4.762	0.0	0.0	2.4	1	2.49	0.54	"4U 1728-34"	0.660	0.0	5.661	0.051	19	19	50319.08450	0.675	18	-33.835	0.1363	
"GRS 1741.9-2853"	50319.15818	SW2	1	9.0	1.7	8.1	1.3	SW2	0.3751	0.0472	1.31	6.30	1.00	-	8	7.7	1.790	0.000	819	0	11.30	0.00	42.98	6.05	0	14.25	0.000	2.1	0.4	17.7506	0.0	27.9	9.0	1	7654	7-09-2010	0.000	0.000	2.46	0.20	0	20.902	5.350	0.0	0.0	28.4	1	2.14	0.35	"GRS 1741.9-2853"	0.985	0.0	0.069	0.000	60	60	50319.15818	0.000	1319	-28.914	0.0070	
"1A 1742-294"	50319.15961	SW2	1	8.0	4.0	7.1	2.7	SW2	0.0900	0.0336	1.10	0.00	1.00	-	9	4.6	1.878	0.963	819	0	1.16	0.00	13.32	4.98	0	25.54	0.000	1.0	0.4	17.7682	0.0	20.1	9.7	1	7914	7-09-2010	0.000	0.000	1.89	0.36	0	7.646	2.549	0.0	0.0	5.0	1	0.82	0.40	"1A 1742-294"	0.976	0.0	0.611	0.322	19	19	50319.15961	0.599	847	-29.515	0.0339	
"4U 1702-429"	50319.16397	SW2	1	11.3	4.6	11.3	3.3	SW2	0.6668	0.1643	1.59	12.40	1.00	d	10	9.4	2.594	0.666	819	0	1.87	0.00	-0.00	-0.00	0	959.86	1.436	6.4	1.5	17.1043	0.0	30.6	9.7	1	2981	7-09-2010	0.000	0.000	2.72	0.48	8	57.702	17.164	0.0	0.0	0.0	1	4.73	1.49	"4U 1702-429"	0.192	0.0	0.716	0.157	19	19	50319.16397	0.602	1346	-43.036	0.0169	
"4U 1728-34"	50319.21256	SW2	1	4.9	0.9	9.8	1.6	SW2	0.2559	0.0311	1.77	1.10	1.00	-	11	5.5	0.927	0.574	819	0	2.60	0.00	53.49	7.86	0	332.03	1.797	3.5	0.5	17.5326	0.0	16.9	3.2	1	5826	7-09-2010	0.000	0.000	2.51	0.23	0	18.698	3.147	0.0	0.0	3.1	1	2.72	0.42	"4U 1728-34"	0.660	0.0	5.661	0.051	19	19	50319.21256	0.675	19	-33.835	0.1363	
"4U 1728-34"	50319.29196	SW2	1	2.6	1.0	9.6	2.9	SW2	0.1348	0.0341	1.68	1.10	1.00	-	12	4.2	1.070	0.574	819	0	2.60	0.00	56.31	17.63	0	332.03	1.797	2.8	0.5	17.5326	0.0	13.4	4.1	1	5826	7-09-2010	0.000	0.000	2.50	0.43	0	10.062	3.187	0.0	0.0	1.9	1	2.03	0.46	"4U 1728-34"	0.660	0.0	5.661	0.052	19	19	50319.29196	0.675	20	-33.835	0.1363	
"GS 1826-24"	50319.36125	SW2	1	11.4	6.2	9.6	4.8	SW2	0.2170	0.0762	1.00	9.40	1.00	-	13	54.4	19.185	0.994	819	0	0.40	0.00	24.12	11.34	0	670.70	0.000	2.7	0.8	18.4912	0.0	122.6	45.7	1	13027	7-09-2010	0.000	0.000	1.85	0.50	0	66.091	23.643	0.0	0.0	43.4	1	2.31	0.77	"GS 1826-24"	0.398	0.0	1.235	0.651	19,101,102	19,101,102	50319.36125	0.558	1030	-23.791	0.0808	
"GX 3+1"	50319.42771	SW2	1	5.1	1.4	15.0	4.0	SW2	0.2364	0.0271	1.79	1.50	1.00	-	14	3.5	0.708	0.356	819	0	1.59	0.00	49.40	11.84	0	156.40	0.000	3.5	0.4	17.7989	0.0	13.2	2.9	1	8983	7-09-2010	0.000	0.000	1.98	0.27	0	12.657	2.439	0.0	0.0	54.7	1	2.26	0.35	"GX 3+1"	0.845	0.0	8.717	0.034	19,66	19,66	50319.42771	0.680	442	-26.564	0.3725	
"4U 1728-34"	50319.57631	SW2	1	7.7	2.9	10.7	3.6	SW2	0.4320	0.0692	1.83	1.20	1.00	-	15	9.4	2.479	0.574	819	0	2.60	0.00	64.32	23.71	0	332.03	1.797	4.0	0.6	17.5326	0.0	21.6	7.2	1	5826	7-09-2010	0.000	0.000	2.43	0.45	0	17.839	5.152	0.0	0.0	6.8	1	3.14	0.52	"4U 1728-34"	0.660	0.0	5.661	0.052	19	19	50319.57631	0.675	21	-33.835	0.1363	
"KS 1731-260"	50319.77094	SW2	1	10.1	1.8	13.9	2.3	SW2	0.7049	0.0657	1.95	2.30	1.00	-	1	10.5	1.306	0.453	820	0	1.30	0.00	72.38	11.63	0	235.60	2.204	4.3	0.5	17.5704	0.0	30.2	4.4	1	6359	7-09-2010	0.000	0.000	2.24	0.21	0	35.698	4.770	0.0	0.0	25.8	1	3.55	0.46	"KS 1731-260"	0.754	0.0	4.429	0.043	19	19	50319.77094	0.556	505	-26.089	0.2334	
"4U 1728-34"	50319.89134	SW2	1	9.1	2.8	10.7	3.0	SW2	0.3327	0.0638	1.61	1.70	1.00	-	2	5.4	2.284	0.540	820	0	2.60	0.00	39.00	10.33	0	332.00	2.104	2.4	0.5	17.5326	0.0	13.4	6.5	1	5827	7-09-2010	0.000	0.000	2.14	0.32	0	8.943	3.685	0.0	0.0	7.6	1	2.16	0.50	"4U 1728-34"	0.660	0.0	4.909	0.056	19	19	50319.89134	0.658	22	-33.835	0.1191	
"4U 1728-34"	50320.02360	SW2	1	2.7	0.8	11.4	3.1	SW2	0.2530	0.0472	1.83	1.50	1.00	-	3	3.6	1.396	0.540	820	0	2.60	0.00	100.70	26.72	0	332.00	2.104	3.3	0.6	17.5326	0.0	11.5	5.4	1	5827	7-09-2010	0.000	0.000	2.55	0.39	0	13.354	3.886	0.0	0.0	3.2	1	2.74	0.54	"4U 1728-34"	0.660	0.0	4.909	0.055	19	19	50320.02360	0.658	23	-33.835	0.1191	
"1A 1742-294"	50320.03272	SW2	1	7.8	3.0	7.0	2.0	SW2	0.1197	0.0332	1.06	6.60	1.00	-	4	17.9	9.809	0.968	820	0	1.16	0.00	16.82	4.66	0	25.54	0.000	1.0	0.4	17.7682	0.0	46.1	26.5	1	7915	7-09-2010	0.000	0.000	2.02	0.29	0	13.313	6.584	0.0	0.0	21.0	1	0.98	0.38	"1A 1742-294"	0.976	0.0	0.669	0.344	19	19	50320.03272	0.601	848	-29.515	0.0377	
"4U 1728-34"	50320.30152	SW2	1	4.3	1.3	7.8	2.1	SW2	0.1673	0.0333	1.61	2.00	1.00	-	5	3.2	0.931	0.540	820	0	2.60	0.00	41.20	10.51	0	332.00	2.104	2.4	0.5	17.5326	0.0	11.5	4.1	1	5827	7-09-2010	0.000	0.000	2.59	0.41	0	11.031	3.286	0.0	0.0	6.7	1	1.94	0.50	"4U 1728-34"	0.660	0.0	4.909	0.055	19	19	50320.30152	0.658	24	-33.835	0.1191	
"4U 1702-429"	50320.34880	SW2	1	8.7	3.4	9.5	2.8	SW2	0.9799	0.1992	1.88	2.20	1.00	-	6	8.4	1.669	0.695	820	0	1.87	0.00	130.40	45.00	0	959.86	1.357	6.6	1.5	17.1043	0.0	26.2	5.6	1	2982	7-09-2010	0.000	0.000	2.93	0.52	0	54.205	12.693	0.0	0.0	28.4	1	5.98	1.34	"4U 1702-429"	0.192	0.0	0.965	0.264	19	19	50320.34880	0.617	1347	-43.036	0.0222	
"1A 1742-294"	50320.38531	SW2	1	6.7	1.9	4.8	1.2	SW2	0.2658	0.0420	1.10	1.20	1.00	-	7	13.7	3.261	0.968	820	0	1.16	0.00	43.03	10.80	0	25.54	0.000	2.0	0.4	17.7682	0.0	37.5	9.7	1	7915	7-09-2010	0.000	0.000	3.13	0.43	0	19.909	5.534	0.0	0.0	8.5	1	1.99	0.43	"1A 1742-294"	0.976	0.0	0.669	0.348	19	19	50320.38531	0.601	849	-29.515	0.0377	
"KS 1731-260"	50320.41785	SW2	1	4.3	0.8	10.9	1.6	SW2	0.2425	0.0253	1.83	2.20	1.00	-	8	4.1	0.800	0.453	820	0	1.30	0.00	58.77	9.00	0	235.60	2.204	3.9	0.4	17.5704	0.0	13.3	3.1	1	6359	7-09-2010	0.000	0.000	2.45	0.21	0	16.083	2.519	0.0	0.0	15.5	1	3.01	0.35	"KS 1731-260"	0.754	0.0	4.429	0.043	19	19	50320.41785	0.556	506	-26.089	0.2334	
"GS 1826-24"	50320.48706	SW2	1	16.0	3.6	13.9	2.4	SW2	0.6815	0.1017	1.00	6.50	1.00	-	9	25.7	5.967	0.955	820	0	0.40	0.00	44.31	7.39	0	670.70	0.000	3.2	0.8	18.4912	0.0	68.8	17.6	1	13028	7-09-2010	0.000	0.000	1.80	0.17	0	51.220	12.772	0.0	0.0	27.0	1	2.60	0.68	"GS 1826-24"	0.398	0.0	0.992	0.558	19,101,102	19,101,102	50320.48706	0.544	1031	-23.791	0.0673	
"1A 1742-294"	50320.49725	SW2	1	6.9	3.0	4.8	1.6	SW2	0.0896	0.0279	1.13	4.10	1.00	-	10	3.4	1.813	0.968	820	0	1.16	0.00	14.79	4.61	0	25.54	0.000	0.9	0.4	17.7682	0.0	14.5	8.3	1	7915	7-09-2010	1.400	0.000	2.35	0.41	0	7.464	3.842	114.0	63.1	2.7	1	1.02	0.40	"1A 1742-294"	0.976	2.7	0.669	0.345	19	19	50320.49725	0.601	850	-29.515	0.0377	
"KS 1731-260"	50320.50223	SW2	1	4.4	0.9	13.4	2.2	SW2	0.1774	0.0252	1.72	2.80	1.00	-	11	4.2	1.112	0.453	820	0	1.30	0.00	41.15	5.85	0	235.60	2.204	3.3	0.4	17.5704	0.0	13.1	4.5	1	6359	7-09-2010	0.000	0.000	1.84	0.16	0	12.995	3.390	0.0	0.0	2.0	1	2.85	0.44	"KS 1731-260"	0.754	0.0	4.429	0.042	19	19	50320.50223	0.556	507	-26.089	0.2334	
"1A 1742-294"	50320.56340	SW2	1	4.1	1.7	8.2	2.6	SW2	0.0735	0.0221	1.16	3.20	1.00	-	12	3.3	1.620	0.968	820	0	1.16	0.00	20.13	6.06	0	25.54	0.000	1.3	0.4	17.7682	0.0	14.9	7.6	1	7915	7-09-2010	0.000	0.000	2.08	0.34	0	8.268	3.061	0.0	0.0	1.6	1	1.38	0.39	"1A 1742-294"	0.976	0.0	0.669	0.346	19	19	50320.56340	0.601	851	-29.515	0.0377	
"4U 1728-34"	50320.57696	SW2	1	4.4	1.7	8.2	2.5	SW2	0.2314	0.0428	1.72	1.10	1.00	d	13	4.2	1.323	0.540	820	0	2.60	0.00	59.75	21.26	0	332.00	2.104	2.7	0.5	17.5326	0.0	12.6	4.6	1	5827	7-09-2010	0.000	0.000	2.99	0.54	8	12.529	3.382	0.0	0.0	6.6	1	2.22	0.48	"4U 1728-34"	0.660	0.0	4.909	0.055	19	19	50320.57696	0.658	25	-33.835	0.1191	
"SAX J1753.5-2349"	50320.64681	SW2	1	5.8	1.2	11.0	1.6	SW2	0.2975	0.0401	1.56	1.30	1.00	-	14	5.2	1.053	0.000	820	0	0.88	0.00	52.83	7.68	0	335.35	0.000	3.0	0.6	17.8922	0.0	18.4	4.8	1	10575	7-09-2010	0.000	0.000	2.44	0.21	0	24.406	5.130	0.0	0.0	0.0	1	2.88	0.55	"SAX J1753.5-2349"	0.667	0.0	0.178	0.000	80	80	50320.64681	0.000	1464	-23.820	0.0000	
